# Program:featureCounts v1.6.4; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-T" "6" "-a" "consensus_peaks.mRp.clN.saf" "-o" "consensus_peaks.mRp.clN.featureCounts.txt" "Tscm_R1.mLb.clN.sorted.bam" "Tscm_R3.mLb.clN.sorted.bam" "Tsem_R2.mLb.clN.sorted.bam" "Tsem_R1.mLb.clN.sorted.bam" "Tscm_R2.mLb.clN.sorted.bam" "Tsem_R3.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	Tscm_R1.mLb.clN.sorted.bam	Tscm_R3.mLb.clN.sorted.bam	Tsem_R2.mLb.clN.sorted.bam	Tsem_R1.mLb.clN.sorted.bam	Tscm_R2.mLb.clN.sorted.bam	Tsem_R3.mLb.clN.sorted.bam
Interval_389	chr1	11645768	11646016	+	249	11	14	4	5	6	16
Interval_390	chr1	11650233	11650723	+	491	17	38	20	29	37	41
Interval_391	chr1	11663969	11664377	+	409	8	30	22	13	25	28
Interval_392	chr1	11664745	11664951	+	207	1	7	4	2	6	9
Interval_393	chr1	11680926	11681789	+	864	61	76	40	81	53	73
Interval_394	chr1	11693007	11693581	+	575	15	48	20	33	23	35
Interval_395	chr1	11719237	11720148	+	912	47	92	57	62	63	93
Interval_396	chr1	11730319	11730669	+	351	8	23	6	8	14	17
Interval_397	chr1	11735840	11736257	+	418	12	16	10	17	14	19
Interval_398	chr1	11736771	11736973	+	203	1	9	6	6	8	10
Interval_399	chr1	11740801	11741167	+	367	19	21	12	12	14	11
Interval_400	chr1	11749091	11749505	+	415	3	16	13	7	30	13
Interval_401	chr1	11803484	11803780	+	297	16	26	16	24	36	37
Interval_402	chr1	11805567	11806573	+	1007	158	259	155	226	204	229
Interval_403	chr1	11838648	11838964	+	317	7	18	2	4	12	11
Interval_404	chr1	11859215	11859616	+	402	8	11	3	5	9	8
Interval_405	chr1	11893950	11894150	+	201	2	4	4	3	4	11
Interval_406	chr1	11905639	11905939	+	301	25	54	22	28	31	33
Interval_407	chr1	11907690	11909452	+	1763	169	352	158	214	233	312
Interval_408	chr1	11924741	11924982	+	242	3	14	5	6	8	20
Interval_409	chr1	11926298	11926705	+	408	14	41	32	22	42	38
Interval_410	chr1	11934345	11934859	+	515	20	43	24	38	34	36
Interval_411	chr1	11979913	11980675	+	763	106	198	100	144	154	161
Interval_412	chr1	12019098	12019707	+	610	98	162	96	104	106	134
Interval_413	chr1	12047362	12047780	+	419	6	15	9	8	6	23
Interval_414	chr1	12063097	12063416	+	320	3	15	7	7	6	10
Interval_415	chr1	12087856	12088144	+	289	10	12	5	13	7	7
Interval_416	chr1	12088571	12088989	+	419	9	20	14	8	16	17
Interval_417	chr1	12118633	12118907	+	275	7	9	2	4	6	16
Interval_418	chr1	12121233	12121645	+	413	17	19	10	9	13	9
Interval_419	chr1	12132909	12133359	+	451	8	19	5	17	11	17
Interval_420	chr1	12150428	12151085	+	658	16	47	30	26	27	39
Interval_421	chr1	12153375	12153609	+	235	6	10	4	8	14	9
Interval_422	chr1	12159839	12160150	+	312	16	34	9	11	20	16
Interval_423	chr1	12161760	12162338	+	579	32	103	60	78	83	81
Interval_424	chr1	12167339	12167540	+	202	4	10	4	10	12	18
Interval_425	chr1	12167749	12167964	+	216	4	13	12	13	8	14
Interval_426	chr1	12173594	12174148	+	555	125	229	157	201	200	216
Interval_427	chr1	12177702	12178484	+	783	188	379	269	294	276	337
Interval_428	chr1	12178956	12179599	+	644	144	272	186	230	204	281
Interval_429	chr1	12201594	12201937	+	344	3	3	10	14	6	26
Interval_430	chr1	12208851	12209223	+	373	17	25	10	15	20	26
Interval_431	chr1	12210498	12210917	+	420	18	45	29	27	19	29
Interval_432	chr1	12229758	12230257	+	500	23	34	15	37	33	39
Interval_433	chr1	12230506	12230787	+	282	4	15	4	8	10	13
Interval_434	chr1	12345507	12346147	+	641	5	14	7	4	23	8
Interval_435	chr1	12384946	12385386	+	441	15	13	6	4	9	7
Interval_436	chr1	12386136	12386528	+	393	28	28	12	15	22	6
Interval_437	chr1	12434223	12434591	+	369	21	28	10	14	20	9
Interval_438	chr1	12435658	12435972	+	315	5	17	10	12	17	23
Interval_439	chr1	12438459	12438857	+	399	9	27	15	22	28	29
Interval_440	chr1	12449441	12449874	+	434	25	36	17	22	32	17
Interval_441	chr1	12453427	12453731	+	305	3	8	12	2	29	7
Interval_442	chr1	12458628	12458861	+	234	1	2	3	1	15	4
Interval_443	chr1	12472955	12473569	+	615	8	21	15	10	23	22
Interval_444	chr1	12475748	12476032	+	285	1	10	11	3	17	2
Interval_445	chr1	12478615	12478962	+	348	7	13	7	8	22	6
Interval_446	chr1	12480929	12481226	+	298	3	7	4	9	11	7
Interval_447	chr1	12510587	12511189	+	603	61	140	71	52	118	94
Interval_448	chr1	12604287	12604771	+	485	54	97	47	60	87	93
Interval_449	chr1	12617843	12618610	+	768	38	72	41	43	69	82
Interval_450	chr1	12619002	12619462	+	461	16	44	15	21	33	38
Interval_451	chr1	12619989	12620189	+	201	6	17	6	10	20	16
Interval_452	chr1	12658989	12659385	+	397	11	8	2	6	9	6
Interval_453	chr1	13665638	13666100	+	463	10	18	11	11	8	19
Interval_454	chr1	13700707	13700952	+	246	14	17	12	24	6	20
Interval_455	chr1	13702644	13703268	+	625	144	189	97	166	115	131
Interval_456	chr1	13725838	13726142	+	305	14	29	7	11	12	18
Interval_457	chr1	13730308	13731406	+	1099	148	276	127	178	215	193
Interval_458	chr1	13733120	13733324	+	205	20	25	10	10	17	7
Interval_459	chr1	13737510	13737763	+	254	4	14	6	8	7	9
Interval_460	chr1	13748889	13749573	+	685	47	94	45	78	62	81
Interval_461	chr1	13797561	13797775	+	215	2	7	0	21	0	3
Interval_462	chr1	13809488	13809939	+	452	37	49	5	37	16	17
Interval_463	chr1	14968986	14969449	+	464	6	31	8	9	17	20
Interval_464	chr1	15128513	15128856	+	344	2	9	6	5	10	17
Interval_465	chr1	15248965	15249441	+	477	18	74	51	38	73	62
Interval_466	chr1	15323553	15323888	+	336	2	6	3	3	8	13
Interval_467	chr1	15340509	15340709	+	201	3	6	4	0	5	3
Interval_468	chr1	15345860	15346262	+	403	10	47	21	22	34	28
Interval_469	chr1	15347258	15347493	+	236	2	11	1	2	16	2
Interval_470	chr1	15352496	15352904	+	409	1	31	4	9	15	22
Interval_471	chr1	15409220	15409966	+	747	99	127	53	118	89	103
Interval_472	chr1	15411634	15411934	+	301	11	33	20	25	19	36
Interval_473	chr1	15412149	15412494	+	346	14	57	27	38	37	45
Interval_474	chr1	15416869	15417937	+	1069	115	152	37	97	66	78
Interval_475	chr1	15431136	15431575	+	440	5	12	8	14	15	30
Interval_476	chr1	15524153	15525393	+	1241	289	511	326	406	402	416
Interval_477	chr1	15526477	15527073	+	597	126	227	116	174	186	198
Interval_478	chr1	15577829	15578049	+	221	0	11	1	4	8	11
Interval_479	chr1	15578950	15579514	+	565	8	23	14	13	18	43
Interval_480	chr1	15584460	15585201	+	742	16	24	17	20	18	47
Interval_481	chr1	15595055	15595397	+	343	4	8	2	4	11	6
Interval_482	chr1	15603245	15603971	+	727	37	98	51	65	69	87
Interval_483	chr1	15617077	15618212	+	1136	78	128	84	128	119	169
Interval_484	chr1	15620072	15620551	+	480	34	111	93	63	100	144
Interval_485	chr1	15683974	15684320	+	347	4	11	2	11	10	17
Interval_486	chr1	15684823	15685364	+	542	8	18	9	12	17	24
Interval_487	chr1	15696958	15697509	+	552	7	31	14	14	23	20
Interval_488	chr1	15741347	15741729	+	383	8	14	7	7	9	21
Interval_489	chr1	15792000	15792406	+	407	3	12	5	6	13	19
Interval_490	chr1	15815529	15815830	+	302	5	10	8	6	8	6
Interval_491	chr1	15833299	15833522	+	224	11	26	13	15	22	15
Interval_492	chr1	15834308	15835174	+	867	83	152	95	102	112	125
Interval_493	chr1	15835738	15836265	+	528	71	102	68	64	93	110
Interval_494	chr1	15847305	15847997	+	693	69	91	68	108	102	100
Interval_495	chr1	15849386	15849590	+	205	6	19	4	9	15	14
Interval_496	chr1	15919312	15919714	+	403	11	46	9	17	17	36
Interval_497	chr1	15949366	15950154	+	789	173	282	209	255	200	301
Interval_498	chr1	15966166	15966610	+	445	13	15	8	14	12	19
Interval_499	chr1	15975529	15976326	+	798	51	78	41	80	53	87
Interval_500	chr1	16032866	16033196	+	331	7	9	1	6	10	8
Interval_501	chr1	16056022	16056484	+	463	12	37	13	12	22	33
Interval_502	chr1	16078924	16079600	+	677	18	63	30	44	53	58
Interval_503	chr1	16122855	16123288	+	434	2	35	11	18	17	27
Interval_504	chr1	16158031	16158413	+	383	31	49	22	24	21	36
Interval_505	chr1	16162147	16162694	+	548	31	60	25	38	28	59
Interval_506	chr1	16167585	16168234	+	650	13	83	40	56	50	130
Interval_507	chr1	16187690	16188157	+	468	17	16	10	13	12	19
Interval_508	chr1	16206304	16207248	+	945	126	188	120	171	165	186
Interval_509	chr1	16217230	16217785	+	556	50	88	51	72	98	86
Interval_510	chr1	16236152	16236596	+	445	21	38	18	31	30	48
Interval_511	chr1	16236855	16237448	+	594	34	62	34	59	51	58
Interval_512	chr1	16237939	16238203	+	265	4	13	6	26	5	16
Interval_513	chr1	16244392	16244759	+	368	9	15	9	6	16	21
Interval_514	chr1	16351985	16352866	+	882	66	82	41	89	64	81
Interval_515	chr1	16353160	16353427	+	268	3	12	18	6	15	22
Interval_516	chr1	16366884	16367932	+	1049	186	304	202	223	262	290
Interval_517	chr1	16386873	16387073	+	201	3	7	0	4	4	3
Interval_518	chr1	16420607	16421507	+	901	37	75	40	44	65	68
Interval_519	chr1	16440322	16441538	+	1217	75	128	60	64	100	138
Interval_520	chr1	16499039	16499421	+	383	23	13	10	23	15	11
Interval_521	chr1	16513566	16514857	+	1292	75	147	98	107	109	95
Interval_522	chr1	16613289	16613926	+	638	45	51	18	73	32	45
Interval_523	chr1	16621053	16621366	+	314	11	16	3	12	20	16
Interval_524	chr1	16624957	16625225	+	269	10	15	8	7	10	14
Interval_525	chr1	16644100	16645152	+	1053	96	174	75	120	100	183
Interval_526	chr1	16676743	16677198	+	456	5	34	17	5	31	19
Interval_527	chr1	16678059	16678313	+	255	2	16	5	1	9	3
Interval_528	chr1	16727279	16727909	+	631	13	47	23	18	42	34
Interval_529	chr1	16873366	16873680	+	315	5	9	3	4	7	5
Interval_530	chr1	16889050	16889646	+	597	6	19	9	10	16	13
Interval_531	chr1	16895511	16896734	+	1224	112	160	100	132	154	158
Interval_532	chr1	16903954	16904373	+	420	27	50	32	37	33	35
Interval_533	chr1	16904652	16905391	+	740	155	195	149	179	174	170
Interval_534	chr1	16913700	16914342	+	643	55	60	50	95	57	46
Interval_535	chr1	16914474	16914691	+	218	13	6	5	17	9	15
Interval_536	chr1	16921663	16922085	+	423	15	20	7	18	21	24
Interval_537	chr1	16951641	16952030	+	390	10	33	7	8	11	15
Interval_538	chr1	16960678	16960878	+	201	8	4	3	4	6	10
Interval_539	chr1	17011794	17012240	+	447	19	46	23	39	35	36
Interval_540	chr1	17053832	17054454	+	623	128	200	112	112	174	176
Interval_541	chr1	17125840	17126091	+	252	1	10	1	2	3	2
Interval_542	chr1	17201292	17202019	+	728	20	53	11	13	45	21
Interval_543	chr1	17208028	17208417	+	390	20	26	5	14	24	15
Interval_544	chr1	17212689	17213067	+	379	12	30	10	6	25	8
Interval_545	chr1	17237096	17237361	+	266	3	8	1	2	8	12
Interval_546	chr1	17406168	17406549	+	382	3	12	6	7	9	12
Interval_547	chr1	17419860	17420103	+	244	4	3	3	4	6	7
Interval_548	chr1	17438452	17438941	+	490	5	19	10	23	14	25
Interval_549	chr1	17439535	17440091	+	557	20	17	16	22	16	21
Interval_550	chr1	17494222	17494517	+	296	3	12	7	3	10	11
Interval_551	chr1	18069900	18070277	+	378	2	12	1	5	13	4
Interval_552	chr1	18452590	18452790	+	201	3	8	1	2	4	3
Interval_553	chr1	18820764	18820964	+	201	1	6	2	0	6	2
Interval_554	chr1	18875282	18875548	+	267	2	6	6	3	4	11
Interval_555	chr1	18884104	18884496	+	393	5	16	4	5	7	10
Interval_556	chr1	18902492	18903146	+	655	80	166	95	122	117	127
Interval_557	chr1	18913043	18913375	+	333	7	11	10	11	8	15
Interval_558	chr1	18926477	18927509	+	1033	81	174	78	132	104	160
Interval_559	chr1	18927701	18928048	+	348	9	29	15	22	23	30
Interval_560	chr1	18934544	18934947	+	404	10	13	4	9	7	10
Interval_561	chr1	18948383	18948841	+	459	51	89	46	76	42	81
Interval_562	chr1	18951925	18952443	+	519	87	133	46	97	66	100
Interval_563	chr1	18955288	18955683	+	396	45	90	23	43	39	73
Interval_564	chr1	18956545	18957129	+	585	115	177	90	161	139	134
Interval_565	chr1	18972586	18972812	+	227	6	9	2	7	2	5
Interval_566	chr1	19010999	19011487	+	489	10	47	18	18	22	24
Interval_567	chr1	19045222	19045794	+	573	5	24	8	25	3	26
Interval_568	chr1	19074333	19074970	+	638	69	147	85	84	145	117
Interval_569	chr1	19113663	19113871	+	209	3	6	1	1	5	5
Interval_570	chr1	19123931	19124434	+	504	15	30	12	16	29	25
Interval_571	chr1	19179778	19180241	+	464	9	28	4	8	13	9
Interval_572	chr1	19209780	19209985	+	206	4	11	2	8	6	16
Interval_573	chr1	19210052	19210745	+	694	95	180	88	111	121	150
Interval_574	chr1	19241234	19241624	+	391	6	15	9	13	20	14
Interval_575	chr1	19251345	19252030	+	686	53	90	65	68	77	101
Interval_576	chr1	19288646	19289093	+	448	11	15	7	9	14	12
Interval_577	chr1	19311972	19312371	+	400	21	23	25	32	42	36
Interval_578	chr1	19341476	19341860	+	385	10	25	7	10	12	20
Interval_579	chr1	19390858	19391645	+	788	52	90	39	56	60	44
Interval_580	chr1	19439896	19440096	+	201	1	6	3	2	7	1
Interval_581	chr1	19459669	19460000	+	332	12	21	19	16	39	28
Interval_582	chr1	19463162	19463711	+	550	36	97	69	52	116	75
Interval_583	chr1	19466243	19466568	+	326	2	8	36	1	88	10
Interval_584	chr1	19468371	19468811	+	441	23	64	61	38	112	40
Interval_585	chr1	19476809	19477807	+	999	22	81	61	57	80	58
Interval_586	chr1	19485052	19486261	+	1210	68	88	55	113	115	114
Interval_587	chr1	19509006	19509244	+	239	6	10	2	7	5	4
Interval_588	chr1	19582261	19582671	+	411	3	14	5	5	16	27
Interval_589	chr1	19596554	19597879	+	1326	253	399	183	362	257	404
Interval_590	chr1	19600286	19600528	+	243	28	29	12	15	35	19
Interval_591	chr1	19606778	19607176	+	399	13	29	5	10	8	14
Interval_592	chr1	19644032	19644403	+	372	24	17	15	39	14	14
Interval_593	chr1	19644820	19645074	+	255	5	20	5	9	12	9
Interval_594	chr1	19653653	19654116	+	464	23	30	11	22	35	36
Interval_595	chr1	19659751	19660166	+	416	30	41	21	35	40	35
Interval_596	chr1	19687980	19688839	+	860	61	30	56	122	40	10
Interval_597	chr1	19704592	19704907	+	316	2	8	3	5	7	6
Interval_598	chr1	19715555	19716004	+	450	17	37	13	23	31	37
Interval_599	chr1	19799468	19799864	+	397	3	8	8	14	9	12
Interval_600	chr1	19800232	19800486	+	255	5	7	9	5	5	11
Interval_601	chr1	19882098	19882622	+	525	72	113	56	92	91	87
Interval_602	chr1	19918150	19918355	+	206	1	7	2	2	3	2
Interval_603	chr1	20058491	20058891	+	401	2	15	12	9	16	14
Interval_604	chr1	20152122	20152679	+	558	5	18	6	9	14	21
Interval_605	chr1	20171533	20171741	+	209	6	8	1	2	6	5
Interval_606	chr1	20185237	20185792	+	556	18	49	16	24	31	26
Interval_607	chr1	20186153	20186353	+	201	4	4	4	2	1	7
Interval_608	chr1	20187291	20187491	+	201	3	6	0	2	13	7
Interval_609	chr1	20323061	20323484	+	424	12	29	13	9	30	13
Interval_610	chr1	20343353	20343567	+	215	2	3	2	2	8	0
Interval_611	chr1	20440904	20441121	+	218	2	8	1	4	7	8
Interval_612	chr1	20486198	20486483	+	286	7	8	7	3	6	10
Interval_613	chr1	20493819	20494066	+	248	3	8	6	4	4	4
Interval_614	chr1	20507562	20508400	+	839	30	64	28	45	45	61
Interval_615	chr1	20633159	20633557	+	399	14	28	9	16	17	29
Interval_616	chr1	20633774	20634255	+	482	30	39	17	21	22	20
Interval_617	chr1	20634404	20634718	+	315	13	17	5	7	14	7
Interval_618	chr1	20661206	20661885	+	680	96	199	100	141	143	146
Interval_619	chr1	20696387	20697209	+	823	28	50	31	36	34	50
Interval_620	chr1	20732209	20732447	+	239	3	8	16	9	12	16
Interval_621	chr1	20732981	20733541	+	561	24	54	22	38	32	46
Interval_622	chr1	20786116	20787123	+	1008	118	145	86	143	124	127
Interval_623	chr1	20932619	20933040	+	422	4	6	12	12	9	27
Interval_624	chr1	21022226	21022854	+	629	7	34	31	41	36	48
Interval_625	chr1	21175491	21175733	+	243	6	7	7	9	9	17
Interval_626	chr1	21176638	21177230	+	593	58	107	49	69	85	103
Interval_627	chr1	21217510	21217769	+	260	2	0	2	6	2	14
Interval_628	chr1	21218051	21218263	+	213	3	6	1	4	5	9
Interval_629	chr1	21232080	21232340	+	261	5	7	5	5	12	4
Interval_630	chr1	21255273	21255595	+	323	8	20	5	8	15	19
Interval_631	chr1	21258222	21258684	+	463	28	24	7	12	13	15
Interval_632	chr1	21270185	21270634	+	450	16	17	10	9	14	14
Interval_633	chr1	21278894	21279280	+	387	2	15	9	10	7	28
Interval_634	chr1	21280027	21280346	+	320	4	9	11	4	9	9
Interval_635	chr1	21293614	21294004	+	391	33	69	25	47	39	66
Interval_636	chr1	21294232	21295245	+	1014	282	469	243	340	299	358
Interval_637	chr1	21307715	21308023	+	309	1	9	1	5	10	5
Interval_638	chr1	21324452	21325265	+	814	20	49	15	30	36	29
Interval_639	chr1	21334029	21334974	+	946	116	171	94	147	119	117
Interval_640	chr1	21343476	21343843	+	368	27	30	11	12	9	17
Interval_641	chr1	21345388	21345892	+	505	43	50	25	65	49	48
Interval_642	chr1	21368440	21368861	+	422	11	6	7	2	11	13
Interval_643	chr1	21439805	21440330	+	526	28	70	34	37	39	71
Interval_644	chr1	21488827	21489027	+	201	4	7	1	1	2	5
Interval_645	chr1	21509033	21509311	+	279	3	8	5	6	10	7
Interval_646	chr1	21659148	21659648	+	501	26	47	27	48	49	47
Interval_647	chr1	21669494	21669922	+	429	9	10	6	6	6	10
Interval_648	chr1	21773686	21773886	+	201	3	7	5	4	4	6
Interval_649	chr1	21782356	21782568	+	213	15	21	4	16	11	12
Interval_650	chr1	21782760	21783866	+	1107	127	178	94	159	129	149
Interval_651	chr1	21937311	21937721	+	411	8	5	8	18	6	8
Interval_652	chr1	21956879	21957574	+	696	47	79	18	36	69	39
Interval_653	chr1	21963966	21964312	+	347	11	11	10	3	14	10
Interval_654	chr1	22019016	22019459	+	444	23	57	33	14	56	36
Interval_655	chr1	22024403	22026235	+	1833	269	489	233	265	377	378
Interval_656	chr1	22039577	22040341	+	765	195	308	152	199	213	203
Interval_657	chr1	22052371	22052874	+	504	90	137	73	87	107	133
Interval_658	chr1	22053402	22053841	+	440	23	45	21	48	25	53
Interval_659	chr1	22092326	22092763	+	438	13	53	22	24	41	31
Interval_660	chr1	22104859	22105280	+	422	15	28	10	13	19	24
Interval_661	chr1	22398943	22399217	+	275	5	8	5	1	6	3
Interval_662	chr1	22416536	22416954	+	419	10	19	11	8	19	10
Interval_663	chr1	22451568	22452556	+	989	106	175	95	127	146	178
Interval_664	chr1	22641998	22642443	+	446	3	12	11	4	7	13
Interval_665	chr1	22704482	22704801	+	320	4	10	1	8	9	12
Interval_666	chr1	22964231	22964527	+	297	1	5	3	2	3	12
Interval_667	chr1	22976390	22976693	+	304	2	6	6	5	10	13
Interval_668	chr1	23019125	23019622	+	498	38	57	32	53	62	57
Interval_669	chr1	23100178	23100659	+	482	10	64	17	22	39	35
Interval_670	chr1	23103383	23103790	+	408	16	63	15	29	33	30
Interval_671	chr1	23110708	23111320	+	613	52	152	43	83	64	93
Interval_672	chr1	23118868	23119588	+	721	27	86	20	20	44	42
Interval_673	chr1	23148162	23148381	+	220	11	2	2	5	5	4
Interval_674	chr1	23168638	23169087	+	450	8	27	11	20	20	32
Interval_675	chr1	23177610	23177810	+	201	0	10	5	6	4	4
Interval_676	chr1	23344159	23344764	+	606	92	145	77	124	137	156
Interval_677	chr1	23368058	23369222	+	1165	177	328	180	261	274	273
Interval_678	chr1	23403842	23404237	+	396	8	22	6	6	11	17
Interval_679	chr1	23422309	23422755	+	447	9	25	15	15	35	20
Interval_680	chr1	23451944	23452414	+	471	19	51	19	11	31	31
Interval_681	chr1	23484284	23484983	+	700	54	77	35	61	66	62
Interval_682	chr1	23524800	23525030	+	231	6	15	14	12	14	11
Interval_683	chr1	23528110	23528764	+	655	29	70	29	45	43	53
Interval_684	chr1	23531223	23531634	+	412	35	35	18	27	42	41
Interval_685	chr1	23539629	23540222	+	594	54	116	58	62	86	104
Interval_686	chr1	23554758	23555268	+	511	30	64	29	62	49	75
Interval_687	chr1	23559329	23559778	+	450	43	61	22	39	36	45
Interval_688	chr1	23591589	23592056	+	468	9	20	4	26	11	33
Interval_689	chr1	23592233	23592540	+	308	4	8	1	7	6	7
Interval_690	chr1	23601136	23601527	+	392	11	18	9	9	9	21
Interval_691	chr1	23613185	23613951	+	767	13	83	25	79	21	133
Interval_692	chr1	23619420	23620124	+	705	68	91	62	108	74	109
Interval_693	chr1	23624400	23624666	+	267	14	37	8	20	5	34
Interval_694	chr1	23627104	23627480	+	377	10	15	2	5	9	11
Interval_695	chr1	23634969	23635351	+	383	3	20	9	4	8	21
Interval_696	chr1	23691519	23692392	+	874	71	135	79	86	95	125
Interval_697	chr1	23743009	23743640	+	632	25	27	14	31	26	45
Interval_698	chr1	23772111	23772490	+	380	9	16	3	9	10	11
Interval_699	chr1	23778033	23778792	+	760	31	57	18	56	32	54
Interval_700	chr1	23790805	23791303	+	499	22	52	32	33	41	58
Interval_701	chr1	23800483	23801181	+	699	58	117	64	77	79	122
Interval_702	chr1	23809678	23810089	+	412	14	40	19	33	40	35
Interval_703	chr1	23810793	23811087	+	295	6	13	3	4	11	19
Interval_704	chr1	23825159	23825727	+	569	25	54	27	32	41	46
Interval_705	chr1	23838160	23838896	+	737	26	59	31	39	51	54
Interval_706	chr1	23867896	23868672	+	777	71	115	62	70	84	84
Interval_707	chr1	23896543	23896827	+	285	4	11	6	1	10	9
Interval_708	chr1	23908879	23909183	+	305	1	7	7	10	9	19
Interval_709	chr1	23913283	23913524	+	242	1	8	11	9	5	15
Interval_710	chr1	23916758	23917132	+	375	5	16	13	12	12	27
Interval_711	chr1	23958904	23960180	+	1277	177	312	211	212	276	257
Interval_712	chr1	23980011	23980692	+	682	117	180	94	131	137	148
Interval_713	chr1	24070853	24071236	+	384	7	14	5	11	12	10
Interval_714	chr1	24112491	24112885	+	395	10	28	8	11	16	15
Interval_715	chr1	24150406	24150838	+	433	11	24	11	22	19	23
Interval_716	chr1	24187132	24187631	+	500	10	19	13	32	33	25
Interval_717	chr1	24190116	24190441	+	326	0	6	13	10	7	15
Interval_718	chr1	24191959	24192175	+	217	4	9	7	13	6	13
Interval_719	chr1	24199272	24199753	+	482	17	34	9	14	29	35
Interval_720	chr1	24321654	24322502	+	849	61	71	30	73	37	38
Interval_721	chr1	24391305	24391660	+	356	6	23	7	10	19	14
Interval_722	chr1	24392004	24392670	+	667	23	52	17	36	26	41
Interval_723	chr1	24415376	24415989	+	614	80	161	91	111	144	142
Interval_724	chr1	24416823	24417232	+	410	37	65	26	26	37	40
Interval_725	chr1	24481142	24481476	+	335	26	45	24	19	34	30
Interval_726	chr1	24481772	24482404	+	633	53	125	89	84	112	108
Interval_727	chr1	24486309	24486612	+	304	20	25	11	12	21	11
Interval_728	chr1	24501815	24502998	+	1184	186	316	206	254	273	245
Interval_729	chr1	24506914	24507794	+	881	115	128	33	73	53	46
Interval_730	chr1	24527207	24527490	+	284	3	8	1	1	5	7
Interval_731	chr1	24535029	24535520	+	492	50	96	50	63	62	80
Interval_732	chr1	24536469	24536961	+	493	71	122	99	87	112	118
Interval_733	chr1	24555823	24556051	+	229	3	6	5	3	7	4
Interval_734	chr1	24587187	24587632	+	446	17	33	10	10	17	23
Interval_735	chr1	24635197	24635507	+	311	9	15	3	3	18	15
Interval_736	chr1	24642523	24643488	+	966	239	399	270	323	348	375
Interval_737	chr1	24688573	24688780	+	208	4	5	3	2	6	3
Interval_738	chr1	24710011	24710342	+	332	5	18	2	2	6	3
Interval_739	chr1	24744834	24745544	+	711	197	240	152	192	208	154
Interval_740	chr1	24847951	24848633	+	683	66	118	60	111	90	99
Interval_741	chr1	24857098	24857298	+	201	1	5	3	3	5	3
Interval_742	chr1	24898097	24898375	+	279	13	26	12	14	20	28
Interval_743	chr1	24899619	24899922	+	304	9	28	22	12	29	33
Interval_744	chr1	24910798	24911672	+	875	211	374	279	295	374	388
Interval_745	chr1	24912527	24912737	+	211	12	32	28	37	27	36
Interval_746	chr1	24915491	24915706	+	216	8	35	38	31	40	43
Interval_747	chr1	24922269	24922756	+	488	79	162	105	115	127	128
Interval_748	chr1	24925055	24925748	+	694	142	231	146	188	181	180
Interval_749	chr1	24929091	24929539	+	449	28	62	50	56	60	87
Interval_750	chr1	24930215	24930740	+	526	109	138	109	133	177	126
Interval_751	chr1	24954847	24955559	+	713	70	157	78	76	126	119
Interval_752	chr1	24963525	24963787	+	263	16	34	14	11	33	36
Interval_753	chr1	24964903	24965526	+	624	132	251	125	170	187	206
Interval_754	chr1	24966669	24966997	+	329	22	52	31	36	34	46
Interval_755	chr1	24981597	24981925	+	329	13	13	13	21	28	17
Interval_756	chr1	24985007	24985548	+	542	18	81	69	77	73	109
Interval_757	chr1	24992744	24993108	+	365	3	12	7	13	37	20
Interval_758	chr1	24997486	24998001	+	516	9	31	28	55	38	42
Interval_759	chr1	25003590	25003797	+	208	3	10	6	10	1	5
Interval_760	chr1	25022189	25023244	+	1056	262	519	336	360	433	450
Interval_761	chr1	25030693	25031176	+	484	40	110	65	81	88	107
Interval_762	chr1	25032170	25032721	+	552	75	149	126	120	143	146
Interval_763	chr1	25036283	25036513	+	231	10	35	4	14	12	30
Interval_764	chr1	25064608	25065138	+	531	1	25	19	56	14	48
Interval_765	chr1	25065741	25066251	+	511	5	63	46	93	30	102
Interval_766	chr1	25095711	25095931	+	221	5	23	9	15	18	10
Interval_767	chr1	25099399	25100702	+	1304	29	138	128	120	152	149
Interval_768	chr1	25101628	25101857	+	230	5	21	11	10	12	22
Interval_769	chr1	25109611	25110027	+	417	4	39	35	29	41	33
Interval_770	chr1	25148715	25149076	+	362	2	9	3	10	9	12
Interval_771	chr1	25232015	25232840	+	826	83	185	72	111	127	165
